,Name,Street Address,Location,Type,Reviews,No of Reviews,Comments,Contact Number,Trip_advisor Url,Menu
164,Enzo's Caffe Italia,2414 Route 37 E,"Toms River, NJ 08753-6113","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,94 reviews,There is so much to say about this Great restaurant. The service was excellent and fast. The orders came out as requested. The food was hot and so tasty. BYOB makes it that more inviting,+1 732-929-0808,https://www.tripadvisor.com//Restaurant_Review-g46870-d8362955-Reviews-Enzo_s_Caffe_Italia-Toms_River_New_Jersey.html,http://www.caffeitaliatomsriver.com#menu
165,Social 37,2 Route 37 W Unit B2,"Toms River, NJ 08753-6588","$$ - $$$, American, Bar, Gastropub",4 of 5 bubbles,123 reviews,Went recently on a saturday night for a birthday celebration. We do like the atmosphere. it's loud but we didn't mind. the menu is very eclectic and appealing. problem is most everything just left the little bit to be desired. mainly not enough in the...More,+1 732-202-3737,https://www.tripadvisor.com//Restaurant_Review-g46870-d8419467-Reviews-Social_37-Toms_River_New_Jersey.html,Check The Website for a Menu
166,Bandwagon Diner,2500 Route 37 E,"Toms River, NJ 08753-6114","$, Diner, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,74 reviews,"Was there for lunch would not return. Food arrive Luke warm. My sisters chicken Francise was swimming in tasteless sauce. My burger overcooked and dry. Service was ok. There building a new place maybe things will change.
TheCips",+1 732-270-6400,https://www.tripadvisor.com//Restaurant_Review-g46870-d2690649-Reviews-Bandwagon_Diner-Toms_River_New_Jersey.html,Check The Website for a Menu
167,El Familiar,1246 Route 166,"Toms River, NJ 08753-2744","$$ - $$$, Mexican, Latin, Colombian",4.5 of 5 bubbles,100 reviews,"We have always enjoyed the food and service here, and we get takeout way than than eating in.  Sadly the last 2 times we called for takeout were terribly disappointing. After the first messed up order I was extremely clear on what we wanted and...More",+1 732-240-6613,https://www.tripadvisor.com//Restaurant_Review-g46870-d1341572-Reviews-El_Familiar-Toms_River_New_Jersey.html,Check The Website for a Menu
168,Siam Spice,1174 Fischer Blvd,"Toms River, NJ 08753-3085","$$ - $$$, Asian, Thai, Vegetarian Friendly",4.5 of 5 bubbles,86 reviews,"My daughter raved about this restaurant so while I was on vacation in Toms River, NJ we went to have dinner.  Unforunately from the time we sat down our waitress had a personality problem. She took our order without writing it down then came back...More",+1 732-288-0606,https://www.tripadvisor.com//Restaurant_Review-g46870-d1815309-Reviews-Siam_Spice-Toms_River_New_Jersey.html,Check The Website for a Menu
169,Baladina Mediterranean Restaurant,931 Fischer Blvd,"Toms River, NJ 08753-3834","$$ - $$$, Mediterranean, Turkish, Middle Eastern",5 of 5 bubbles,27 reviews,"I was very pleased with the atmosphere, the food and the staff. Went with my family for dinner everything was perfect 
Great staff ( thank u Mesho ) amazing food 
I also booked a table for valentines days they have 2 couple for 60$ 😍",+1 848-224-4847,https://www.tripadvisor.com//Restaurant_Review-g46870-d15534142-Reviews-Baladina_Mediterranean_Restaurant-Toms_River_New_Jersey.html,http://Www.baladinarestaurant.com/menu
170,Aqua Blu Kitchen & Cocktails,3410 Route 37 E,"Toms River, NJ 08753","$$ - $$$, Italian, American, Bar",3.5 of 5 bubbles,239 reviews,"Been there several times, sometimes it’s good, some times it’s not.  Short ribs are OK, but the lobster bisque was unrecognizable.   Tasted like spices and salt.  
It’s not cheap, and for the price, there are much better places in town.",+1 732-270-1180,https://www.tripadvisor.com//Restaurant_Review-g46870-d2417681-Reviews-Aqua_Blu_Kitchen_Cocktails-Toms_River_New_Jersey.html,http://www.aquablurestaurant.com/menu/
171,C&G's Country Cafe,213 Route 37 E,"Toms River, NJ 08753-5563","$$ - $$$, American, Cafe, Vegetarian Friendly",4.5 of 5 bubbles,80 reviews,"Ate breakfast with family at Toms River location.Omlettes are so good.Love the multi
Grain toast.Extensive menu.",+1 732-281-2200,https://www.tripadvisor.com//Restaurant_Review-g46870-d3254009-Reviews-C_G_s_Country_Cafe-Toms_River_New_Jersey.html,Check The Website for a Menu
172,Pisces Restaurant,3400 Rt 37 West,"Toms River, NJ","$$ - $$$, Seafood, American",4.5 of 5 bubbles,52 reviews,Fresh delicious seafood! Been living in this area 12 years and didn’t know we had  a gem in town ! Definitely a must try!  Superb service ! My husband don’t like to eat out but he said we will be back !,+1 732-270-3300,https://www.tripadvisor.com//Restaurant_Review-g46870-d4325868-Reviews-Pisces_Restaurant-Toms_River_New_Jersey.html,https://www.piscesseafoodrestaurant.com/menu
173,Senza,333 Atlantic City Blvd,"Bayville, NJ 08721-1262","$$ - $$$, Italian, Vegetarian Friendly",4.5 of 5 bubbles,69 reviews,We have been going to Senza for the past year since we moved into the area.  This restaurant was recommended to us by many of the locals and they were all right!  We are never disappointed with anything we have ordered on the menu and...More,+1 732-503-4470,https://www.tripadvisor.com//Restaurant_Review-g46291-d4634560-Reviews-Senza-Bayville_New_Jersey.html,Check The Website for a Menu
174,Artisan's Brewery & Italian Grill,1171 Hooper Ave,"Toms River, NJ 08753-8305","$$ - $$$, Italian, Bar, American",4 of 5 bubbles,157 reviews,Celebrating the holidays with friends excellent waitress service and food. Would definitely go back. We didn’t feel rushed until after we paid the bill. While Finishing our coffee someone who was very insistent came to clear off our table...killed the mood.,+1 732-244-7566,https://www.tripadvisor.com//Restaurant_Review-g46870-d572829-Reviews-Artisan_s_Brewery_Italian_Grill-Toms_River_New_Jersey.html,Check The Website for a Menu
175,Shogun Legacy,1536 N Bay Ave,"Toms River, NJ 08753-3398","$$ - $$$, Sushi, Asian, Japanese",4.5 of 5 bubbles,48 reviews,"Shogun not only has great food, but the best service.  The Patio Bar has awesome entertainment, whether it is a full band or an acoustic duo.  The views over the golf course make for beautiful sunsets while enjoying the night outdoors!",+1 732-286-9888,https://www.tripadvisor.com//Restaurant_Review-g46870-d4294519-Reviews-Shogun_Legacy-Toms_River_New_Jersey.html,http://www.shogunlegacy.com/menu
176,Baker's Water Street Bar & Grille,4 Robbins Pkwy,"Toms River, NJ 08753-7622","$$ - $$$, American, Bar, Seafood",3.5 of 5 bubbles,332 reviews,"First off, shout out to the best bar tender I've ever had: Cale. She made awesome drinks, was super attentive, and hilarious. The drinks were all well made, and well priced. We came during happy hour, so we got some appatisers that were cheap and...More",+1 732-240-4800,https://www.tripadvisor.com//Restaurant_Review-g46870-d2695455-Reviews-Baker_s_Water_Street_Bar_Grille-Toms_River_New_Jersey.html,Check The Website for a Menu
177,Fortune Buffet,1311 Route 37 W,"Toms River, NJ 08755-5049","$$ - $$$, Chinese, Asian, Vegetarian Friendly",4 of 5 bubbles,106 reviews,"We used to go to the Fortune buffet at least once a week. Lately it has been less since we felt it going down hill. The last two times were bad with food being cold, greasy and tasteless . The crab legs were awful and...More",+1 732-505-8383,https://www.tripadvisor.com//Restaurant_Review-g46870-d2460690-Reviews-Fortune_Buffet-Toms_River_New_Jersey.html,Check The Website for a Menu
178,Teresa's Osaka,1801 Route 37 E,"Toms River, NJ 08753-7165","$$ - $$$, Japanese, Sushi, Asian",4.5 of 5 bubbles,57 reviews,"Teresa is the owner, she's a doll + Friendly staff and the best sushi chiefs around.
Great, intimate atmosphere 
BYOB, BYOW, ect.",+1 732-929-3900,https://www.tripadvisor.com//Restaurant_Review-g46870-d1567922-Reviews-Teresa_s_Osaka-Toms_River_New_Jersey.html,Check The Website for a Menu
179,Poppy's Place,290 W Water St,"Toms River, NJ 08753-6690","$, American",4.5 of 5 bubbles,49 reviews,"I was passing through on my way to North Jersey and happened to pull off the Parkway to stumble upon this place. I checked the reviews quickly and was not disappointed. 

I had the pork roll omelette (I live in Pa now but grew up...More",Not Available,https://www.tripadvisor.com//Restaurant_Review-g46870-d4285344-Reviews-Poppy_s_Place-Toms_River_New_Jersey.html,Check The Website for a Menu
180,Stone Fire Grille,226 Atlantic City Boulevard,"Beachwood, NJ 08722","$$ - $$$, American, Bar, Pub",4.5 of 5 bubbles,58 reviews,"I would recommend Lobster mac-n-cheese as an appetizer, large portion plenty for 4 people to share. All of what we ordered was great. Service was timely and good atmosphere. Home town restaurant I give it a big thumbs up.",+1 732-341-1055,https://www.tripadvisor.com//Restaurant_Review-g46293-d8020090-Reviews-Stone_Fire_Grille-Beachwood_New_Jersey.html,http://stonefiregrille.com/menus/
181,Four Seasons Diner,823 Fischer Blvd,"Toms River, NJ 08753-3836","$$ - $$$, American, Diner, Vegetarian Friendly",4 of 5 bubbles,125 reviews,"Had turkey club, Turkey was dry and for me, too thick. Burger was good! Service was also good.Reasonably priced. Been there for breakfast which was very good.",+1 732-270-8778,https://www.tripadvisor.com//Restaurant_Review-g46870-d1861903-Reviews-Four_Seasons_Diner-Toms_River_New_Jersey.html,Check The Website for a Menu
182,Richard's Sub World and Deli,US Route 9,"Bayville, NJ 08721-1216","$, American, Deli, Vegetarian Friendly",5 of 5 bubbles,43 reviews,Have been going to Richards Sub World over 25 years. Love all his subs . You won’t be disappointed. My favorite is the tuna subs and the worlds best . I also enjoy all of the club subs.,+1 732-269-9871,https://www.tripadvisor.com//Restaurant_Review-g46291-d3225020-Reviews-Richard_s_Sub_World_and_Deli-Bayville_New_Jersey.html,http://richardssubworldanddeli.weebly.com/menu.html
183,Olive Garden,1277 Hooper Ave,"Toms River, NJ 08753-3399","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,97 reviews,"Always dependable, the chicken and shrimp carbonara was super
So was the Gorgonzola and the pasta with 3 cheeses.",+1 732-240-9399,https://www.tripadvisor.com//Restaurant_Review-g46870-d457967-Reviews-Olive_Garden-Toms_River_New_Jersey.html,Check The Website for a Menu
184,Villa Amalfi,1006 Route 166 Ste A,"Toms River, NJ 08753-4100","$$ - $$$, Italian, Vegetarian Friendly, Gluten Free Options",4 of 5 bubbles,167 reviews,"We have eaten at this restaurant for many years. Recently it has begun to fail the test as a great place to dine. Last night will be our last dinner at the Amalfi. 
We ordered fried calamari as an appetizer, it was under cooked AWFUL....More",+1 732-286-6044,https://www.tripadvisor.com//Restaurant_Review-g46870-d459407-Reviews-Villa_Amalfi-Toms_River_New_Jersey.html,Check The Website for a Menu
185,Miracle Pub,201 New Jersey 37,"Toms River, NJ 08724","$, American, Bar, Pub",4 of 5 bubbles,76 reviews,"I used to be a semi-regular here for happy hour. Something has changed, and not for the better. Surly bartenders, manager has an attitude... no longer the ""warm and fuzzy"" feel. Im now a regular at the Office Lounge which has a smiling  staff and...More",+1 732-244-4262,https://www.tripadvisor.com//Restaurant_Review-g46870-d2484312-Reviews-Miracle_Pub-Toms_River_New_Jersey.html,Check The Website for a Menu
186,Valenca,665 Monroe Ave,"Elizabeth, NJ 07201-1638","$$ - $$$, Seafood, European, Portuguese",4.5 of 5 bubbles,526 reviews,Love this place I always have a great time when I go with my family. Service is amazing the place is beautiful inside and the waiters are great,+1 908-354-4024,https://www.tripadvisor.com//Restaurant_Review-g46414-d1047679-Reviews-Valenca-Elizabeth_New_Jersey.html,Check The Website for a Menu
187,Urban Griddle,460 Maple Ave,"Elizabeth, NJ 07202","$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,118 reviews,The Urban griddle has delicious food that seems to always come out just right. The service is friendly and fast. They are a very busy but small restaurant so the line out the door can be a little scary. Once you are seated they are...More,+1 908-289-2465,https://www.tripadvisor.com//Restaurant_Review-g46414-d4340758-Reviews-Urban_Griddle-Elizabeth_New_Jersey.html,Check The Website for a Menu
188,Michelino's Restaurant,169 Washington Ave,"Elizabeth, NJ 07202-3419","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4.5 of 5 bubbles,157 reviews,"The service is amazing, the pizza is the best in the whole state and the delivery is great. I order every week 😂",+1 908-355-8393,https://www.tripadvisor.com//Restaurant_Review-g46414-d2352766-Reviews-Michelino_s_Restaurant-Elizabeth_New_Jersey.html,Check The Website for a Menu
189,IHOP,650-672 Kapkowski Rd,"Elizabeth, NJ 07201-3028","$, American, Vegetarian Friendly",4 of 5 bubbles,278 reviews,"my niece and her daughter took me to IHop, we were out liming. It was an experience, at IHop the food was well cooked and served by friendly staff. the entire staff was friendly and ready to answer all questions posed to them, it is...More",+1 908-353-7600,https://www.tripadvisor.com//Restaurant_Review-g46414-d2194368-Reviews-IHOP-Elizabeth_New_Jersey.html,Check The Website for a Menu
190,Johnny Rockets,651 Kapkowski Rd,"Elizabeth, NJ 07201-4901","$, American, Fast Food, Diner",4 of 5 bubbles,236 reviews,Went to Johnny Rockets for lunch. Their chicken tenders and dips are fabulous. Good coffee and diner style decor,+1 908-994-0110,https://www.tripadvisor.com//Restaurant_Review-g46414-d457876-Reviews-Johnny_Rockets-Elizabeth_New_Jersey.html,https://www.johnnyrockets.com/menu/
191,Al Santillo's Brick Oven Pizza,639 S Broad St,"Elizabeth, NJ 07202-2601","$$ - $$$, Pizza, Italian, Vegetarian Friendly",4.5 of 5 bubbles,91 reviews,I know pizza.  This is by far the best in the area.  I especially like the Sicilian.  I love that the pizza  is described by year.,+1 908-354-1887,https://www.tripadvisor.com//Restaurant_Review-g46414-d775645-Reviews-Al_Santillo_s_Brick_Oven_Pizza-Elizabeth_New_Jersey.html,Check The Website for a Menu
192,Spirito's Restaurant,714 3rd Ave,"Elizabeth, NJ 07202-3806","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4 of 5 bubbles,135 reviews,"I definitely can smell it and almost can taste it. We are on our extended winter trip South and cannot wait  for a Pizza, Veal Parm and Raviolis.  In my opinion the best old school Italian NJ  offers.  I have been following the reports of...More",+1 908-351-5414,https://www.tripadvisor.com//Restaurant_Review-g46414-d4457556-Reviews-Spirito_s_Restaurant-Elizabeth_New_Jersey.html,Check The Website for a Menu
193,Algarve Restaurant,656 Van Buren Ave,"Elizabeth, NJ 07201-1625","$$ - $$$, Seafood, Portuguese",4 of 5 bubbles,182 reviews,"We were out in Elizabeth for some shopping 
and decided to lunch locally. Algarve was close, had solid TA reviews, so we gave it a try. Impressed. The Octopus appetizer was perfect. I enjoyed the Bacalao Grelhado, which was also very good. Vinho Verde was...More",+1 908-353-5858,https://www.tripadvisor.com//Restaurant_Review-g46414-d511602-Reviews-Algarve_Restaurant-Elizabeth_New_Jersey.html,Check The Website for a Menu
