,Name,Street Address,Location,Type,Reviews,No of Reviews,Comments,Contact Number,Trip_advisor Url,Menu
218,Mama Stortini's Restaurant & Bar,240 W Kent Station St Ste 104,"Kent, WA 98032-4505","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,279 reviews,The food I have had has been pretty decent...the variety is a bit lacking though. Nothing exciting here but nothing terrible either.,+1 253-854-5050,https://www.tripadvisor.com//Restaurant_Review-g58537-d2696500-Reviews-Mama_Stortini_s_Restaurant_Bar-Kent_Washington.html,Check The Website for a Menu
219,Asadero,310 Washington Ave N.,"Kent, WA 98032-4493","$$ - $$$, Argentinean, Mexican, South American",4.5 of 5 bubbles,49 reviews,"Saw this on Evening Magazine, it looked good so we gave it a try.  It is a small place with great food and great service.  I will be going back real soon.",+1 253-854-0971,https://www.tripadvisor.com//Restaurant_Review-g58537-d8453859-Reviews-Asadero-Kent_Washington.html,https://asaderoprime.com/ballard-food-menu/
220,Banyan Tree,504 Ramsay Way Ste 105,"Kent, WA 98032-4513","$$ - $$$, Asian, Thai, Vegetarian Friendly",4 of 5 bubbles,86 reviews,"I really like this restaurant.  Their food Is excellent.  I love their crispy rice salad.  I dream about it.  Friendly service, pretty ambiance.  A lovely place.",+1 253-981-6333,https://www.tripadvisor.com//Restaurant_Review-g58537-d4719441-Reviews-Banyan_Tree-Kent_Washington.html,http://banyantreerestaurant.com/index.html#section-menu
221,Maggie's On Meeker,307 W Meeker St,"Kent, WA 98032-5818","$, American, Cafe, Diner",4 of 5 bubbles,105 reviews,"Never had a bad experience here.The food is Excellent, always. Look for the specials. Some of the omelettes are unique and I like that about Maggies.",+1 253-852-4116,https://www.tripadvisor.com//Restaurant_Review-g58537-d900922-Reviews-Maggie_s_On_Meeker-Kent_Washington.html,Check The Website for a Menu
222,Olive Tree,12910 SE Kent Kangley Rd,"Kent, WA 98030-7940","$$ - $$$, Mediterranean, Greek, Middle Eastern",4.5 of 5 bubbles,50 reviews,"Our lunch was delicious and the portions were generous. My first bite of my gyro was full of garlic and dill. I ordered my fries Greek-style--covered with feta and oregano--great choice. My husband chose the lamb plate-- it came with rice salad, pita and hummus....More",+1 253-630-4976,https://www.tripadvisor.com//Restaurant_Review-g58537-d7940467-Reviews-Olive_Tree-Kent_Washington.html,Check The Website for a Menu
223,Trapper Sushi Co.,321 Ramsay Way,"Kent, WA 98032-4544","$$ - $$$, Japanese, Sushi, Asian",4 of 5 bubbles,101 reviews,My first visit with friends from out of town was a good experience as the food was excellent and the service was top notch. I will return soon.,+1 253-236-8712,https://www.tripadvisor.com//Restaurant_Review-g58537-d5007073-Reviews-Trapper_Sushi_Co-Kent_Washington.html,https://www.trapperssushi.com/s/Trappers-Main-REV-16668-c24521_LR-1.pdf
224,Ram Restaurant and Brewery,512 Ramsay Way,"Kent, WA 98032-4509","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,137 reviews,Absolutely love their fries. Great seasoning and cooked just right. Good salads and burgers. Worth a visit.,+1 253-520-3881,https://www.tripadvisor.com//Restaurant_Review-g58537-d2553836-Reviews-Ram_Restaurant_and_Brewery-Kent_Washington.html,Check The Website for a Menu
225,Saimin Says,6621 S 211th St,"Kent, WA 98032-2343","$, Polynesian, Hawaiian",4.5 of 5 bubbles,47 reviews,It was very good...da bes! We will go there when we are in the area now that we know where we can get ono Saimin! We come from 2 hours away for some good saimin!,+1 425-656-5979,https://www.tripadvisor.com//Restaurant_Review-g58537-d2535844-Reviews-Saimin_Says-Kent_Washington.html,Check The Website for a Menu
226,The Harp Bar and Restaurant,24437 Russell Rd,"Kent, WA 98032-2265","$$ - $$$, Irish, Pub",4.5 of 5 bubbles,27 reviews,"Food was good, and lots of choices so everyone in our Group found something to enjoy. Kind of tucked out of the way, but not crowded on the night of our visit. We will be returning.",+1 253-236-8580,https://www.tripadvisor.com//Restaurant_Review-g58537-d12427848-Reviews-The_Harp_Bar_and_Restaurant-Kent_Washington.html,Check The Website for a Menu
227,Gator's Sports Bar & Grill,21609 84th Ave S,"Kent, WA 98032-2467","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,40 reviews,The food here is really good and the portions are great. There are plenty of TVs to watch lots of sports at the same time. It can get loud but that's what a sports bar is right? The best thing about this place is that...More,+1 253-437-0362,https://www.tripadvisor.com//Restaurant_Review-g58537-d4950333-Reviews-Gator_s_Sports_Bar_Grill-Kent_Washington.html,http://gatorskent.com/menu/
228,Agave Cocina & Cantina,504 Ramsay Way,"Kent, WA 98032-4513","$$ - $$$, Mexican, Southwestern, Vegetarian Friendly",4 of 5 bubbles,78 reviews,"The food is delicious. I've always had good service.  Nice atmosphere.  I go there regularly.  Great for groups, too.",+1 253-277-2053,https://www.tripadvisor.com//Restaurant_Review-g58537-d8466559-Reviews-Agave_Cocina_Cantina-Kent_Washington.html,Check The Website for a Menu
229,Saya Restaurant,8455 S 212th St,"Kent, WA 98031-1950","$, Asian, Thai, Vegetarian Friendly",4.5 of 5 bubbles,27 reviews,"The service was quick and friendly. It seemed popular with the nearby worker crowd. Well, we ordered the wrong things. The food was great but we ordered too much! We both chose the Saya box. 2 kinds of meat (chicken and pork), a bowl of...More",+1 253-395-7987,https://www.tripadvisor.com//Restaurant_Review-g58537-d432430-Reviews-Saya_Restaurant-Kent_Washington.html,https://openmenu.com/restaurant/57a0755e-ebff-11e7-ae2c-00163eeae34c
230,Airways Bistro,320 W Harrison St,"Kent, WA 98032-4476","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,42 reviews,Great little tap room bistro.  Not familiar with the area and it was a little hard for us to find.   It isn't a fancy big brewery that stands out from the street but it sure stands out in great beers.  The Mr liked the Amber...More,+1 253-236-8632,https://www.tripadvisor.com//Restaurant_Review-g58537-d2426486-Reviews-Airways_Bistro-Kent_Washington.html,Check The Website for a Menu
231,Maza Grill,21000 108th Ave SE,"Kent, WA 98031-2199","$$ - $$$, Middle Eastern, Pakistani, Steakhouse",5 of 5 bubbles,17 reviews,"I went to Maza with a friend and we were both so impressed with the food and the service. This is not a fancy place but it is very comfortable and the food was amazing, we had the Tika Masala and the Lebanese chicken, both...More",+1 253-277-2566,https://www.tripadvisor.com//Restaurant_Review-g58537-d4523308-Reviews-Maza_Grill-Kent_Washington.html,http://mazagrill.co/menu/
232,Taqueria El Rinconsito,301 Central Ave N,"Kent, WA 98032-4516","$, Mexican, Fast Food",4.5 of 5 bubbles,22 reviews,"Great spot for quick lunch or carry out.  Food is always fresh and hot.  Good value, cheerful service.  Love their food.  Can be very busy and hard to park.",+1 253-813-1300,https://www.tripadvisor.com//Restaurant_Review-g58537-d432980-Reviews-Taqueria_El_Rinconsito-Kent_Washington.html,Check The Website for a Menu
233,Thai Chili,120 Washington Ave N,"Kent, WA 98032-4400","$$ - $$$, Asian, Thai, Vegetarian Friendly",4.5 of 5 bubbles,29 reviews,"Thai Chili moved into a new space on First Avenue and it is lovely! Exposed brick wall and color from various paper parasols, make this a nice place to visit.  The food is delicious and you can taste the fresh herbs and spices in each...More",+1 253-850-5887,https://www.tripadvisor.com//Restaurant_Review-g58537-d843485-Reviews-Thai_Chili-Kent_Washington.html,Check The Website for a Menu
234,Pho Saigon Garden,25632 Pacific Hwy S,"Kent, WA 98032-5556","$, Asian, Vietnamese, Soups",4.5 of 5 bubbles,21 reviews,"Totally satisfied with food and owners, Paul. I had as I usually do, Ox-tail Pho. He always treats me so well as a regular customer.",+1 253-946-2233,https://www.tripadvisor.com//Restaurant_Review-g58537-d598150-Reviews-Pho_Saigon_Garden-Kent_Washington.html,Check The Website for a Menu
235,Reds Wine Bar,321 Ramsay Way,"Kent, WA 98032-4544","$$ - $$$, Wine Bar, Bar, Pub",4 of 5 bubbles,37 reviews,My kind of wine bar! There are some elements that make me biased to this establishment though. The subtle lighting and bar have a gorgeous red hew. Red is my favorite color. They also serve many WA wines. I am a fan of supporting wineries...More,+1 253-277-1852,https://www.tripadvisor.com//Restaurant_Review-g58537-d3459523-Reviews-Reds_Wine_Bar-Kent_Washington.html,http://www.redswinebar-kent.com/menu
236,Country Burger & Teriyaki,1605 W Meeker St,"Kent, WA 98032-4396","$, American, Asian, Fast Food",4.5 of 5 bubbles,21 reviews,"This restaurant burned on July 12, 2018, and it is still boarded up and has a security fence all the way around it.  It has been closed for 8 months - I cannot imagine any business being closed for that long and then start back...More",Not Available,https://www.tripadvisor.com//Restaurant_Review-g58537-d3452375-Reviews-Country_Burger_Teriyaki-Kent_Washington.html,Check The Website for a Menu
237,Szechuan First,18124 E Valley Hwy,"Kent, WA 98032-1001","$$ - $$$, Chinese, Asian, Vegetarian Friendly",4 of 5 bubbles,32 reviews,"Our friend recommended this place to us for lunch. It was popular, which we think is a good sign. The prices were very reasonable. She brought out a pot of tea and glasses of water. Next came the egg drop soup. I ordered the string...More",+1 425-656-0889,https://www.tripadvisor.com//Restaurant_Review-g58537-d1210111-Reviews-Szechuan_First-Kent_Washington.html,Check The Website for a Menu
238,Boonmar Pho & Thai Cuisine,12912 SE Kent Kangley Rd,"Kent, WA 98030-7940","$$ - $$$, Asian, Thai, Vietnamese",4.5 of 5 bubbles,16 reviews,I love their pho.  I have eaten pho at numerous restaurants and this is among the best.  Their spring rolls and peanut sauce are outstand.,+1 253-630-0284,https://www.tripadvisor.com//Restaurant_Review-g58537-d5426572-Reviews-Boonmar_Pho_Thai_Cuisine-Kent_Washington.html,https://www.boonmarthai.com/menu
239,Grandma Thai Cuisine,603 E Smith St,"Kent, WA 98030-4627","$$ - $$$, Asian, Thai, Vegetarian Friendly",4.5 of 5 bubbles,21 reviews,This is a fantastic Thai restaurant.  The pad Thai is delicious with a nice texture.  The service was quick and friendly.,+1 253-859-2307,https://www.tripadvisor.com//Restaurant_Review-g58537-d8863327-Reviews-Grandma_Thai_Cuisine-Kent_Washington.html,Check The Website for a Menu
240,JP's Taproom & Grill,Kent-Kangley Road,"Kent, WA","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,32 reviews,My fiance and often hit JP's after work. They have great service and terrific food. We ended up going in on Saturday as a break from the yardwork mid day. Great service and great cold beer,+1 253-277-4354,https://www.tripadvisor.com//Restaurant_Review-g58537-d8795881-Reviews-JP_s_Taproom_Grill-Kent_Washington.html,Check The Website for a Menu
241,Golden Steer Steak'n Rib House,23826 104th Ave SE,"Kent, WA 98031-3314","$$ - $$$, American, Steakhouse",3.5 of 5 bubbles,74 reviews,This is one of our go to places in Kent.  The food is consistently good and the service is great.  My meatloaf had a nice flavor and the appetizers were good.,+1 253-852-1144,https://www.tripadvisor.com//Restaurant_Review-g58537-d514401-Reviews-Golden_Steer_Steak_n_Rib_House-Kent_Washington.html,Check The Website for a Menu
242,Manraj Palace,13003 SE Kent Kangley Rd,"Kent, WA 98030-7919","$$ - $$$, Indian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,22 reviews,"Meal: This is our weekly dinner stop. I am passionate about many of the dishes including the garlic naan, chai tea, mango korma (sweet), vegetable korma (spicy), and the thali platters that include the BEST rice pudding ever!!!

Atmosphere: Traditional Indian setting. Enjoyed the Indian...More",+1 253-236-3536,https://www.tripadvisor.com//Restaurant_Review-g58537-d4551750-Reviews-Manraj_Palace-Kent_Washington.html,Check The Website for a Menu
243,Gorkha Durbar,25250 Pacific Hwy S,"Kent, WA 98032-6539","$$ - $$$, Asian, Indian, Tibetan",4.5 of 5 bubbles,12 reviews,"Our group of 4 was limited in knowledge of the restaruant fare.  Our server, Anis, was very helpful in suggesting items that made our dining experience very enjoyable.  We enjoyed panner momos, spinach naan, vegetable thukpa, mango chicken, and lamb saag.  With our restaurant.com coupon,...More",+1 206-592-6954,https://www.tripadvisor.com//Restaurant_Review-g58537-d12480637-Reviews-Gorkha_Durbar-Kent_Washington.html,http://www.gorkhadurbarseattle.com/menu
244,5th Avenue Sandwich Shop,117 5th Ave SE,"Olympia, WA 98501-1121","$$ - $$$, American, Soups, Vegetarian Friendly",4.5 of 5 bubbles,353 reviews,This place has the best egg salad sandwiches. Plus if you ask they will add pickles! Their pies are also homemade and I can recommend anything with chocolate,+1 360-705-3393,https://www.tripadvisor.com//Restaurant_Review-g58653-d2515293-Reviews-5th_Avenue_Sandwich_Shop-Olympia_Washington.html,Check The Website for a Menu
245,Basilico,507 Capitol Way S # A,"Olympia, WA 98501-1206","$$$$, Italian, Asian, Vegan Options",4.5 of 5 bubbles,215 reviews,Absolutely fabulous food! And their Creme Brûlée is better then I’ve had in Paris. Their pasta with white sauce was sooo good.,+1 360-570-8777,https://www.tripadvisor.com//Restaurant_Review-g58653-d1852418-Reviews-Basilico-Olympia_Washington.html,http://www.ristorantebasilico.com/images/pdfs/Summer-2019-menu-.pdf
246,Gardner's Restaurant,111 Thurston Ave NW,"Olympia, WA 98501-1043","$$$$, Steakhouse, American, Seafood",4.5 of 5 bubbles,334 reviews,"Awesome food and service, we loved it... Prawns and try cod dinners were great and the dessert options are amazing...👍👍",+1 360-786-8466,https://www.tripadvisor.com//Restaurant_Review-g58653-d1062458-Reviews-Gardner_s_Restaurant-Olympia_Washington.html,Check The Website for a Menu
247,Lemon Grass Restaurant,212 4th Ave W,"Olympia, WA 98501-1004","$$ - $$$, Asian, Thai, Vegetarian Friendly",4.5 of 5 bubbles,286 reviews,"We've been loyal fans of Lemongrass for many years.  We've always found the experience to be very satisfying.  This time, however, we were disappointed.  First of all, we always order the walnut shrimp.  It's been one of our favorite dishes.  This time, the shrimp was...More",+1 360-705-1832,https://www.tripadvisor.com//Restaurant_Review-g58653-d464222-Reviews-Lemon_Grass_Restaurant-Olympia_Washington.html,Check The Website for a Menu
248,Dockside Bistro & Wine Bar,501 Columbia St NW,"Olympia, WA 98501-8229","$$$$, American, Seafood, Vegetarian Friendly",4.5 of 5 bubbles,275 reviews,My husband and I flew out to Washington state for a vacation. Our first stop was to Olympia to see a student we once taught in 1995. She selected our first restaurant for dinner at the Dockside Bistro & Wine Bar. The meal and service...More,+1 360-956-1928,https://www.tripadvisor.com//Restaurant_Review-g58653-d670849-Reviews-Dockside_Bistro_Wine_Bar-Olympia_Washington.html,Check The Website for a Menu
