,Name,Street Address,Location,Type,Reviews,No of Reviews,Contact Number,Trip_advisor Url,Menu
232,Red Apple Cafe,488 W Herndon Ave,"Fresno, CA 93650-1329","$$ - $$$, American, Cafe, Vegetarian Friendly",4.5 of 5 bubbles,87 reviews,+1 559-261-1505,https://www.tripadvisor.com//Restaurant_Review-g32414-d9750769-Reviews-Red_Apple_Cafe-Fresno_California.html,Check The Website for a Menu
233,The Mad Duck,765 W Herndon Ave,"Clovis, CA 93612-0298","$$ - $$$, American, Bar, Pub",4.5 of 5 bubbles,144 reviews,+1 559-298-3825,https://www.tripadvisor.com//Restaurant_Review-g32225-d1740007-Reviews-The_Mad_Duck-Clovis_California.html,Check The Website for a Menu
234,Taqueria Don Pepe,4582 N Blackstone Ave,"Fresno, CA 93726-1905","$, Mexican, Latin, Spanish",4.5 of 5 bubbles,107 reviews,+1 559-224-1431,https://www.tripadvisor.com//Restaurant_Review-g32414-d511500-Reviews-Taqueria_Don_Pepe-Fresno_California.html,Check The Website for a Menu
235,Fresno Breakfast House,2085 W Bullard Ave,"Fresno, CA 93711-1200","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,136 reviews,+1 559-431-1385,https://www.tripadvisor.com//Restaurant_Review-g32414-d3973912-Reviews-Fresno_Breakfast_House-Fresno_California.html,Check The Website for a Menu
236,Ruth's Chris Steak House,7844 North Blackstone Avenue,"Fresno, CA 93720-4308","$$$$, American, Steakhouse, Vegetarian Friendly",4.5 of 5 bubbles,158 reviews,+1 559-490-0358,https://www.tripadvisor.com//Restaurant_Review-g32414-d1368144-Reviews-Ruth_s_Chris_Steak_House-Fresno_California.html,Check The Website for a Menu
237,Cool Hand Luke's Steak House,955 Shaw Ave,"Clovis, CA 93612-3989","$$ - $$$, American, Steakhouse",4 of 5 bubbles,212 reviews,+1 559-297-7435,https://www.tripadvisor.com//Restaurant_Review-g32225-d831910-Reviews-Cool_Hand_Luke_s_Steak_House-Clovis_California.html,http://coolhandlukes.com/menu.html
238,P.F. Chang's,7894 N Blackstone Ave.,"Fresno, CA 93720","$$ - $$$, Chinese, Asian, Vegetarian Friendly",4 of 5 bubbles,98 reviews,+1 559-438-0814,https://www.tripadvisor.com//Restaurant_Review-g32414-d3978357-Reviews-P_F_Chang_s-Fresno_California.html,Check The Website for a Menu
239,BJ's Restaurant & Brewhouse,715 E Shaw Ave,"Fresno, CA 93710-7705","$$ - $$$, American, Bar, Vegetarian Friendly",4 of 5 bubbles,156 reviews,+1 559-570-1900,https://www.tripadvisor.com//Restaurant_Review-g32414-d822441-Reviews-BJ_s_Restaurant_Brewhouse-Fresno_California.html,Check The Website for a Menu
240,Texas Roadhouse,3190 W Shaw Ave,"Fresno, CA 93711-3215","$$ - $$$, American, Steakhouse, Barbecue",4 of 5 bubbles,112 reviews,+1 559-274-1100,https://www.tripadvisor.com//Restaurant_Review-g32414-d3175074-Reviews-Texas_Roadhouse-Fresno_California.html,https://www.texasroadhouse.com/menu
241,Batter Up Pancakes,8029 N Cedar Ave,"Fresno, CA 93720-4827","$$ - $$$, American, Cafe, Vegetarian Friendly",4.5 of 5 bubbles,116 reviews,+1 559-440-1221,https://www.tripadvisor.com//Restaurant_Review-g32414-d1869401-Reviews-Batter_Up_Pancakes-Fresno_California.html,Check The Website for a Menu
242,Yard House,90 El Camino,"Fresno, CA 93720-4317","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,166 reviews,+1 559-261-2165,https://www.tripadvisor.com//Restaurant_Review-g32414-d2434700-Reviews-Yard_House-Fresno_California.html,Check The Website for a Menu
243,Phoenician Garden Mediterranean Bar and Grill,1025 E. Herndon Ave. #106,"Fresno, CA 93720","$$ - $$$, Mediterranean, Middle Eastern, Lebanese",4.5 of 5 bubbles,93 reviews,+1 559-261-2747,https://www.tripadvisor.com//Restaurant_Review-g32414-d379286-Reviews-Phoenician_Garden_Mediterranean_Bar_and_Grill-Fresno_California.html,Check The Website for a Menu
244,Sweet Tomatoes,7114 N Fresno St,"Fresno, CA 93720","$$ - $$$, Soups, American, Asian",4 of 5 bubbles,118 reviews,+1 559-435-5797,https://www.tripadvisor.com//Restaurant_Review-g32414-d610258-Reviews-Sweet_Tomatoes-Fresno_California.html,Check The Website for a Menu
245,Jus' Jo's,701 W Shaw Ave,"Clovis, CA 93612-3232","$, American, Vegetarian Friendly",4.5 of 5 bubbles,59 reviews,+1 559-322-1788,https://www.tripadvisor.com//Restaurant_Review-g32225-d2520423-Reviews-Jus_Jo_s-Clovis_California.html,Check The Website for a Menu
246,Sal's Mexican Restaurant,7476 N Fresno St,"Fresno, CA 93720-2405","$$ - $$$, Mexican",4 of 5 bubbles,108 reviews,+1 559-438-3030,https://www.tripadvisor.com//Restaurant_Review-g32414-d511508-Reviews-Sal_s_Mexican_Restaurant-Fresno_California.html,Check The Website for a Menu
247,Sandy's Country Junction,532 Clovis Ave,"Clovis, CA 93612-1103","$$ - $$$, American, Cafe, Vegetarian Friendly",4.5 of 5 bubbles,110 reviews,+1 559-298-1951,https://www.tripadvisor.com//Restaurant_Review-g32225-d515926-Reviews-Sandy_s_Country_Junction-Clovis_California.html,Check The Website for a Menu
248,Ammatoli Mediterranean Bites,285 E 3rd St,"Long Beach, CA 90802-3141","$$ - $$$, Lebanese, Mediterranean, Middle Eastern",4 of 5 bubbles,5 reviews,+1 562-435-0808,https://www.tripadvisor.com//Restaurant_Review-g32648-d14998643-Reviews-Ammatoli_Mediterranean_Bites-Long_Beach_California.html,https://www.ammatoli.com/menu
249,Nick's on 2nd,4901 E 2nd St,"Long Beach, CA 90803-5319","$$ - $$$, Steakhouse, Seafood, American",4.5 of 5 bubbles,705 reviews,+1 562-856-9000,https://www.tripadvisor.com//Restaurant_Review-g32648-d2401756-Reviews-Nick_s_on_2nd-Long_Beach_California.html,Check The Website for a Menu
250,The Breakfast Bar,70 Atlantic Ave,"Long Beach, CA 90802-5202","$$ - $$$, American, Cafe, Vegetarian Friendly",4.5 of 5 bubbles,389 reviews,+1 562-726-1700,https://www.tripadvisor.com//Restaurant_Review-g32648-d6885080-Reviews-The_Breakfast_Bar-Long_Beach_California.html,Check The Website for a Menu
251,Open Sesame,5215 E 2nd St,"Long Beach, CA 90803-5316","$$ - $$$, Lebanese, Middle Eastern, International",4.5 of 5 bubbles,436 reviews,+1 562-621-1698,https://www.tripadvisor.com//Restaurant_Review-g32648-d354700-Reviews-Open_Sesame-Long_Beach_California.html,Check The Website for a Menu
252,L'Opera Ristorante,101 Pine Ave,"Long Beach, CA 90802-4415","$$$$, Seafood, Italian, Wine Bar",4.5 of 5 bubbles,406 reviews,+1 562-491-0066,https://www.tripadvisor.com//Restaurant_Review-g32648-d341604-Reviews-L_Opera_Ristorante-Long_Beach_California.html,Check The Website for a Menu
253,George's Greek Cafe,135 Pine Ave,"Long Beach, CA 90802-4415","$$ - $$$, Mediterranean, Greek, Vegetarian Friendly",4.5 of 5 bubbles,932 reviews,+1 562-437-1184,https://www.tripadvisor.com//Restaurant_Review-g32648-d357897-Reviews-George_s_Greek_Cafe-Long_Beach_California.html,http://www.georgesgreekcafe.com/menus/
254,Utopia,445 E 1st St,"Long Beach, CA 90802-4905","$$ - $$$, Italian, Vegan Options, Vegetarian Friendly",4.5 of 5 bubbles,220 reviews,+1 562-432-6888,https://www.tripadvisor.com//Restaurant_Review-g32648-d504403-Reviews-Utopia-Long_Beach_California.html,Check The Website for a Menu
255,Sir Winston's Restaurant & Lounge,1126 Queens Hwy,"Long Beach, CA 90802-6331",$$$$,4.5 of 5 bubbles,490 reviews,+1 562-435-3511,https://www.tripadvisor.com//Restaurant_Review-g32648-d446530-Reviews-Sir_Winston_s_Restaurant_Lounge-Long_Beach_California.html,Check The Website for a Menu
256,Saint & Second,4828 E 2nd St,"Long Beach, CA 90803-5312","$$ - $$$, American, Bar, Vegetarian Friendly",4.5 of 5 bubbles,182 reviews,+1 562-433-4828,https://www.tripadvisor.com//Restaurant_Review-g32648-d8545587-Reviews-Saint_Second-Long_Beach_California.html,http://www.saintandsecond.com/#menu
257,Long Beach Cafe,615 E Ocean Blvd,"Long Beach, CA 90802-5014","$, American, Cafe, Greek",4.5 of 5 bubbles,344 reviews,+1 562-436-6037,https://www.tripadvisor.com//Restaurant_Review-g32648-d468029-Reviews-Long_Beach_Cafe-Long_Beach_California.html,Check The Website for a Menu
258,The Potholder Cafe Too,301 W Broadway,"Long Beach, CA 90802-4436","$, American, Cafe, Contemporary",4.5 of 5 bubbles,168 reviews,+1 562-432-6824,https://www.tripadvisor.com//Restaurant_Review-g32648-d3460797-Reviews-The_Potholder_Cafe_Too-Long_Beach_California.html,Check The Website for a Menu
259,555 East American Steakhouse,555 E Ocean Blvd,"Long Beach, CA 90802-5003","$$$$, American, Steakhouse, Vegetarian Friendly",4.5 of 5 bubbles,468 reviews,+1 562-437-0626,https://www.tripadvisor.com//Restaurant_Review-g32648-d467888-Reviews-555_East_American_Steakhouse-Long_Beach_California.html,Check The Website for a Menu
260,Parkers' Lighthouse,435 Shoreline Village Dr,"Long Beach, CA 90802-4550","$$ - $$$, American, Bar, Seafood",4 of 5 bubbles,"1,294 reviews",+1 562-432-6500,https://www.tripadvisor.com//Restaurant_Review-g32648-d502480-Reviews-Parkers_Lighthouse-Long_Beach_California.html,Check The Website for a Menu
261,King's Fish House,100 W Broadway,"Long Beach, CA 90802-4431","$$ - $$$, American, Seafood, Soups",4.5 of 5 bubbles,532 reviews,+1 562-432-7463,https://www.tripadvisor.com//Restaurant_Review-g32648-d509371-Reviews-King_s_Fish_House-Long_Beach_California.html,http://kingsfishhouse.net/menus/Long%20Beach/King'sLunchMenu.pdf
262,Fuego - Maya Hotel,700 Queensway Dr,"Long Beach, CA 90802-6343","$$ - $$$, Latin, Bar, Contemporary",4 of 5 bubbles,349 reviews,+1 562-481-3910,https://www.tripadvisor.com//Restaurant_Review-g32648-d1972764-Reviews-Fuego_Maya_Hotel-Long_Beach_California.html,Check The Website for a Menu
263,Auld Dubliner,71 S Pine Ave,"Long Beach, CA 90802-8158","$$ - $$$, Irish, Bar, Pub",4 of 5 bubbles,241 reviews,+1 562-437-8300,https://www.tripadvisor.com//Restaurant_Review-g32648-d570061-Reviews-Auld_Dubliner-Long_Beach_California.html,Check The Website for a Menu
264,Roscoe's House of Chicken and Waffles,730 E Broadway,"Long Beach, CA 90802-5134","$, American",4 of 5 bubbles,309 reviews,+1 562-437-8355,https://www.tripadvisor.com//Restaurant_Review-g32648-d1090873-Reviews-Roscoe_s_House_of_Chicken_and_Waffles-Long_Beach_California.html,Check The Website for a Menu
265,BO-beau kitchen + roof tap,144 Pine Ave,"Long Beach, CA 90802-4411","$$ - $$$, American, Bar, Pub",4.5 of 5 bubbles,184 reviews,+1 562-983-0056,https://www.tripadvisor.com//Restaurant_Review-g32648-d5422360-Reviews-BO_beau_kitchen_roof_tap-Long_Beach_California.html,Check The Website for a Menu
266,Schooner or Later,241 N Marina Dr,"Long Beach, CA 90803-4604","$$ - $$$, American, Deli, Vegan Options",4 of 5 bubbles,253 reviews,+1 562-430-3495,https://www.tripadvisor.com//Restaurant_Review-g32648-d348722-Reviews-Schooner_or_Later-Long_Beach_California.html,Check The Website for a Menu
267,Yard House,401 Shoreline Village Dr,"Long Beach, CA 90802-4549","$$ - $$$, American, Bar, Vegetarian Friendly",4 of 5 bubbles,"1,113 reviews",+1 562-628-0455,https://www.tripadvisor.com//Restaurant_Review-g32648-d341596-Reviews-Yard_House-Long_Beach_California.html,Check The Website for a Menu
268,Belmont Brewing Company,25 39th Pl,"Long Beach, CA 90803-2806","$$ - $$$, American, Bar, Seafood",4 of 5 bubbles,276 reviews,+1 562-433-3891,https://www.tripadvisor.com//Restaurant_Review-g32648-d494682-Reviews-Belmont_Brewing_Company-Long_Beach_California.html,Check The Website for a Menu
269,Modica's Deli,455 E Ocean Blvd,"Long Beach, CA 90802-4934","$$ - $$$, Italian, Greek, Deli",4.5 of 5 bubbles,114 reviews,+1 562-435-7011,https://www.tripadvisor.com//Restaurant_Review-g32648-d940153-Reviews-Modica_s_Deli-Long_Beach_California.html,Check The Website for a Menu
270,Creme De La Crepe,400 E 1st St,"Long Beach, CA 90802-4903","$$ - $$$, French, Cafe, Vegetarian Friendly",4.5 of 5 bubbles,228 reviews,+1 562-437-2222,https://www.tripadvisor.com//Restaurant_Review-g32648-d2214230-Reviews-Creme_De_La_Crepe-Long_Beach_California.html,Check The Website for a Menu
271,Tequila Jack's,407 Shoreline Village Dr,"Long Beach, CA 90802-4549","$$ - $$$, Mexican, Bar, Vegetarian Friendly",4 of 5 bubbles,480 reviews,+1 562-628-0454,https://www.tripadvisor.com//Restaurant_Review-g32648-d1090361-Reviews-Tequila_Jack_s-Long_Beach_California.html,Check The Website for a Menu
272,P.F. Chang's,340 S Pine Ave,"Long Beach, CA 90802-4531","$$ - $$$, Chinese, Asian",4 of 5 bubbles,371 reviews,+1 562-308-1025,https://www.tripadvisor.com//Restaurant_Review-g32648-d1058997-Reviews-P_F_Chang_s-Long_Beach_California.html,Check The Website for a Menu
273,Michael's on Naples,5620 E 2nd St,"Long Beach, CA 90803-3904","$$$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,198 reviews,+1 562-439-7080,https://www.tripadvisor.com//Restaurant_Review-g32648-d1628489-Reviews-Michael_s_on_Naples-Long_Beach_California.html,Check The Website for a Menu
274,Claire's Cafe',2300 E Ocean Blvd,"Long Beach, CA 90803-2442","$$ - $$$, American, Vegetarian Friendly",4.5 of 5 bubbles,118 reviews,+1 562-439-2119,https://www.tripadvisor.com//Restaurant_Review-g32648-d2214036-Reviews-Claire_s_Cafe-Long_Beach_California.html,Check The Website for a Menu
275,The Attic,3441 E Broadway,"Long Beach, CA 90803-5906","$$ - $$$, Cajun & Creole, American, Vegetarian Friendly",4.5 of 5 bubbles,187 reviews,+1 562-433-0153,https://www.tripadvisor.com//Restaurant_Review-g32648-d3834363-Reviews-The_Attic-Long_Beach_California.html,http://www.theatticonbroadway.com/pages/menu
276,Observation Bar,1126 Queens Hwy,"Long Beach, CA 90802-6331","$$ - $$$, American, Bar",4 of 5 bubbles,222 reviews,+1 562-435-3511,https://www.tripadvisor.com//Restaurant_Review-g32648-d6438410-Reviews-Observation_Bar-Long_Beach_California.html,Check The Website for a Menu
277,Boathouse on the Bay,190 N Marina Dr,"Long Beach, CA 90803-4601","$$ - $$$, Steakhouse, American, Bar",4 of 5 bubbles,227 reviews,+1 562-493-1100,https://www.tripadvisor.com//Restaurant_Review-g32648-d6551090-Reviews-Boathouse_on_the_Bay-Long_Beach_California.html,https://www.boathouseonthebay.com/our-menu/
278,Rock Bottom Restaurant & Brewery,1 Pine Ave,"Long Beach, CA 90802","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,603 reviews,+1 562-308-2255,https://www.tripadvisor.com//Restaurant_Review-g32648-d357898-Reviews-Rock_Bottom_Restaurant_Brewery-Long_Beach_California.html,https://rockbottom.com/locations/denver/menu/
279,Fresco Mexican Grill,1431 California Ave,"Bakersfield, CA 93304-1407","$, Quick Bites, Mexican, Latin",4.5 of 5 bubbles,32 reviews,+1 661-326-1977,https://www.tripadvisor.com//Restaurant_Review-g32037-d4248785-Reviews-Fresco_Mexican_Grill-Bakersfield_California.html,Check The Website for a Menu
280,Luigi's Restaurant & Delicatessen,725 E 19th St,"Bakersfield, CA 93305-5601","$$ - $$$, Italian, Deli, Vegetarian Friendly",4.5 of 5 bubbles,228 reviews,+1 661-322-0926,https://www.tripadvisor.com//Restaurant_Review-g32037-d515004-Reviews-Luigi_s_Restaurant_Delicatessen-Bakersfield_California.html,Check The Website for a Menu
281,24th Street Cafe,1415 24th St,"Bakersfield, CA 93301-4023","$$ - $$$, American, Cafe, Diner",4.5 of 5 bubbles,570 reviews,+1 661-323-8801,https://www.tripadvisor.com//Restaurant_Review-g32037-d574962-Reviews-24th_Street_Cafe-Bakersfield_California.html,Check The Website for a Menu
282,Nuestro Mexico Restaurant,716 21st St,"Bakersfield, CA 93301-2913","$$ - $$$, Mexican, Latin, Vegetarian Friendly",4.5 of 5 bubbles,211 reviews,+1 661-637-1343,https://www.tripadvisor.com//Restaurant_Review-g32037-d7304402-Reviews-Nuestro_Mexico_Restaurant-Bakersfield_California.html,Check The Website for a Menu
283,Uricchio's Trattoria,1400 17th St,"Bakersfield, CA 93301-5214","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,427 reviews,+1 661-326-8870,https://www.tripadvisor.com//Restaurant_Review-g32037-d469239-Reviews-Uricchio_s_Trattoria-Bakersfield_California.html,Check The Website for a Menu
284,Wool Growers,620 E 19th St,"Bakersfield, CA 93305-5619","$$ - $$$, Vegetarian Friendly, Vegan Options, Gluten Free Options",4.5 of 5 bubbles,593 reviews,+1 661-327-9584,https://www.tripadvisor.com//Restaurant_Review-g32037-d1077872-Reviews-Wool_Growers-Bakersfield_California.html,Check The Website for a Menu
285,La Costa Mariscos,3401 Chester Ave Ste B,"Bakersfield, CA 93301-1640","$$ - $$$, Mexican, Latin, Seafood",4.5 of 5 bubbles,495 reviews,+1 661-322-2655,https://www.tripadvisor.com//Restaurant_Review-g32037-d911385-Reviews-La_Costa_Mariscos-Bakersfield_California.html,https://www.lacostamariscosbakersfield.com/menu
286,Hungry Hunter Steakhouse,3580 Rosedale Hwy,"Bakersfield, CA 93308-6229","$$ - $$$, American, Steakhouse, Vegetarian Friendly",4.5 of 5 bubbles,786 reviews,+1 661-328-0580,https://www.tripadvisor.com//Restaurant_Review-g32037-d1307852-Reviews-Hungry_Hunter_Steakhouse-Bakersfield_California.html,Check The Website for a Menu
287,Black Angus Steakhouse,3601 Rosedale Hwy,"Bakersfield, CA 93308-6230","$$ - $$$, American, Steakhouse, Bar",4 of 5 bubbles,401 reviews,+1 661-324-0814,https://www.tripadvisor.com//Restaurant_Review-g32037-d515008-Reviews-Black_Angus_Steakhouse-Bakersfield_California.html,Check The Website for a Menu
288,Hodel's Country Dining,5917 Knudsen Dr,"Bakersfield, CA 93308-2946","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,264 reviews,+1 661-399-3341,https://www.tripadvisor.com//Restaurant_Review-g32037-d1053094-Reviews-Hodel_s_Country_Dining-Bakersfield_California.html,Check The Website for a Menu
289,Cope's Knotty Pine Cafe,1530 Norris Rd,"Bakersfield, CA 93308-2263","$, American, Diner, Cafe",4.5 of 5 bubbles,142 reviews,+1 661-399-0120,https://www.tripadvisor.com//Restaurant_Review-g32037-d1154639-Reviews-Cope_s_Knotty_Pine_Cafe-Bakersfield_California.html,Check The Website for a Menu
290,Bootleggers Craft Pub & Eatery,955 Oak St,"Bakersfield, CA 93304-1067","$$ - $$$, American, Bar, Pub",4.5 of 5 bubbles,105 reviews,+1 661-322-2123,https://www.tripadvisor.com//Restaurant_Review-g32037-d10249059-Reviews-Bootleggers_Craft_Pub_Eatery-Bakersfield_California.html,http://www.bootleggersbakersfield.com/menu/
291,Black Bear Diner,4102 California Ave,"Bakersfield, CA 93309-1014","$$ - $$$, American, Diner, Gluten Free Options",4 of 5 bubbles,178 reviews,+1 661-322-5000,https://www.tripadvisor.com//Restaurant_Review-g32037-d4836353-Reviews-Black_Bear_Diner-Bakersfield_California.html,Check The Website for a Menu
292,J's Place,2681 Calloway Dr Ste 300,"Bakersfield, CA 93312-2620","$$ - $$$, American",4.5 of 5 bubbles,134 reviews,+1 661-831-8420,https://www.tripadvisor.com//Restaurant_Review-g32037-d1581297-Reviews-J_s_Place-Bakersfield_California.html,Check The Website for a Menu
293,Benji's French Basque Restaurant,4001 Rosedale Hwy,"Bakersfield, CA 93308-6130",$$ - $$$,4 of 5 bubbles,157 reviews,+1 661-328-0400,https://www.tripadvisor.com//Restaurant_Review-g32037-d1552473-Reviews-Benji_s_French_Basque_Restaurant-Bakersfield_California.html,https://www.benjisbasque.com/lunch-menu
294,Mexicali,631 18th St,"Bakersfield, CA 93301-4934","$$ - $$$, Mexican, Vegetarian Friendly",4 of 5 bubbles,203 reviews,+1 661-327-3861,https://www.tripadvisor.com//Restaurant_Review-g32037-d2258533-Reviews-Mexicali-Bakersfield_California.html,Check The Website for a Menu
295,Woolworth Diner,1400 19th St,"Bakersfield, CA 93301-4422","$, American, Diner",4.5 of 5 bubbles,61 reviews,+1 661-321-0061,https://www.tripadvisor.com//Restaurant_Review-g32037-d4464220-Reviews-Woolworth_Diner-Bakersfield_California.html,Check The Website for a Menu
