,Name,Street Address,Location,Type,Reviews,No of Reviews,Comments,Contact Number,Trip_advisor Url,Menu
221,Daniella's Steakhouse,670 State Fair Blvd,"Syracuse, NY 13209-1308","$$ - $$$, American, Steakhouse, Vegetarian Friendly",4.5 of 5 bubbles,308 reviews,"I stopped in on a Saturday evening with a friend. Don't let the motel exterior fool you. The restaurant itself is a hidden gem. It's by no means a large dining room, and quarters are somewhat cosy at the tables. That having been said, the...More",+1 315-471-9874,https://www.tripadvisor.com//Restaurant_Review-g48713-d545293-Reviews-Daniella_s_Steakhouse-Syracuse_Finger_Lakes_New_York.html,Check The Website for a Menu
222,Rise N Shine Diner,6393 Thompson Rd,"Syracuse, NY 13206-1407","$, American, Diner, Vegetarian Friendly",4.5 of 5 bubbles,195 reviews,"First time at Rise N Shine diner and we had a wonderful experience. Our server, Ashly, was phenomenal. Breakfast was delicious and served in a super timely matter! Really cool place with great decor and a rad menu. Highly recommend!",+1 315-432-5510,https://www.tripadvisor.com//Restaurant_Review-g48713-d847257-Reviews-Rise_N_Shine_Diner-Syracuse_Finger_Lakes_New_York.html,https://risenshinediner.com/menu/
223,Lemon Grass Restaurant,238 W Jefferson St,"Syracuse, NY 13202-2335","$$$$, Asian, Thai, Fusion",4 of 5 bubbles,352 reviews,"The menu is varied enough to please everyone. The food is delectable, and beyond what you’d usually find in our city. The presentation is beautiful, and prompts the desire to photograph everything and just stare and discuss the artistry. This is a totally terrific experience.",+1 315-475-1111,https://www.tripadvisor.com//Restaurant_Review-g48713-d421569-Reviews-Lemon_Grass_Restaurant-Syracuse_Finger_Lakes_New_York.html,Check The Website for a Menu
224,Delmonico's Italian Steak,2950 Erie Blvd E,"Syracuse, NY 13224-1431","$$ - $$$, Italian, American, Vegetarian Friendly",4 of 5 bubbles,417 reviews,Delmonicos is your typical Italian steak house.  It was very busy and noisy but they could accommodate the crowd as there is a lot of seating.  I ordered the special tuna with tomato and basil.  The description stated chopped tomato and basil over a tuna...More,+1 315-445-1111,https://www.tripadvisor.com//Restaurant_Review-g48713-d421544-Reviews-Delmonico_s_Italian_Steak-Syracuse_Finger_Lakes_New_York.html,https://delmonicositaliansteakhouse.com/menu-2/
225,Dark Horse Tavern,4312 E Genesee St,"Syracuse, NY 13214-2122","$$ - $$$, American, Bar, Pub",4.5 of 5 bubbles,131 reviews,We've actually been here quite a few times and the food is always good.  They don't take reservations so you may have to wait and there is really no place to wait except the bar which is often full.  Prices are fair for the quality...More,+1 315-446-3180,https://www.tripadvisor.com//Restaurant_Review-g48713-d421626-Reviews-Dark_Horse_Tavern-Syracuse_Finger_Lakes_New_York.html,Check The Website for a Menu
226,Texas de Brazil,306 Hiawatha Blvd W,"Syracuse, NY 13204-6001","$$$$, Steakhouse, Brazilian, Gluten Free Options",4.5 of 5 bubbles,246 reviews,"We treated our new pastor to dinner there, knowing I had purchased $100 dining card, receiving a $25 bonus card. The bonus card can’t be used only M-Th, so not that Sunday evening. I inquired of the manager before dining, about the $100 computer-printed card....More",+1 315-401-7990,https://www.tripadvisor.com//Restaurant_Review-g48713-d4837646-Reviews-Texas_de_Brazil-Syracuse_Finger_Lakes_New_York.html,Check The Website for a Menu
227,The Clam Bar,3914 Brewerton Rd,"Syracuse, NY 13212","$$ - $$$, American, Bar, Seafood",4 of 5 bubbles,285 reviews,Doesn't look like much from the outside but walk in either the front door or back door and get greeted and sat almost immediately. Waitress was amazing and very helpful with the very large variety that they offer. My wife and I were very satisfied...More,+1 315-458-1662,https://www.tripadvisor.com//Restaurant_Review-g48713-d421575-Reviews-The_Clam_Bar-Syracuse_Finger_Lakes_New_York.html,Check The Website for a Menu
228,Pronto Joey's,6594 Thompson Rd,"Syracuse, NY 13206-1307","$$ - $$$, Italian, Vegetarian Friendly, Gluten Free Options",4.5 of 5 bubbles,171 reviews,We ate in the upper room which was casual dining.Old Italian decor and fast friendly service. I had linguine with clam sauce (white) and it was great! Pasta cooked to perfection and a nice mild but flavourful sauce. We also had ravioli with meatballs. The...More,+1 315-432-0620,https://www.tripadvisor.com//Restaurant_Review-g48713-d421941-Reviews-Pronto_Joey_s-Syracuse_Finger_Lakes_New_York.html,Check The Website for a Menu
229,Mother's Cupboard Fish Fry,3709 James St,"Syracuse, NY 13206-2525","$, American, Diner",4.5 of 5 bubbles,141 reviews,"Small little building with some shared tables and a very friendly staff.   Food is amazing and portions are huge.   The Frittata is huge and they have a 6 pound challenge.  Great food, cheap eats.  We try to go there every time we are in Syracuse.",+1 315-432-0942,https://www.tripadvisor.com//Restaurant_Review-g48713-d421830-Reviews-Mother_s_Cupboard_Fish_Fry-Syracuse_Finger_Lakes_New_York.html,Check The Website for a Menu
230,The Cider Mill,4221 Fay Rd,"Syracuse, NY 13219-3013","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,136 reviews,"Fantastic food, fantastic service. Slightly upscale food/service in a relaxed setting. Highly recommend.",+1 315-487-0647,https://www.tripadvisor.com//Restaurant_Review-g48713-d7226455-Reviews-The_Cider_Mill-Syracuse_Finger_Lakes_New_York.html,https://www.thecidermill.us/menu
231,Phoebe's Restaurant & Coffee Lounge,900 E Genesee St,"Syracuse, NY 13244","$$ - $$$, American, Vegetarian Friendly, Gluten Free Options",4.5 of 5 bubbles,179 reviews,We live in the UK and our son is junior year syracuse. Phoebes helped us and his friends arrange an amazing surprise birthday dinner for 15 of us. Most of this was with Angie’s amazing help by email including sourcing us a  birthday cake and...More,+1 315-475-5154,https://www.tripadvisor.com//Restaurant_Review-g48713-d819781-Reviews-Phoebe_s_Restaurant_Coffee_Lounge-Syracuse_Finger_Lakes_New_York.html,Check The Website for a Menu
232,Laci's Tapas Bar,304 Hawley Ave,"Syracuse, NY 13203-2318","$$ - $$$, Contemporary, Healthy, Vegan Options",4.5 of 5 bubbles,174 reviews,We went to Laci’s for an early dinner before a theater production.  The first indication of the great service we were about to receive was when we were asked by the hostess what time we would need to finish.  We were given our choice of...More,+1 315-218-5903,https://www.tripadvisor.com//Restaurant_Review-g48713-d1911051-Reviews-Laci_s_Tapas_Bar-Syracuse_Finger_Lakes_New_York.html,Check The Website for a Menu
233,Alto Cinco,526 Westcott St,"Syracuse, NY 13210-2549","$$ - $$$, Mexican, Southwestern, Vegetarian Friendly",4 of 5 bubbles,309 reviews,"Enjoyed dinner on a Monday night after restaurant had been recommended to us. 
Very solid restaurant with a lot of options.
Pleasant atmosphere .
Dint hesitate to give it a try .",+1 315-472-3633,https://www.tripadvisor.com//Restaurant_Review-g48713-d421554-Reviews-Alto_Cinco-Syracuse_Finger_Lakes_New_York.html,Check The Website for a Menu
234,Texas Roadhouse,3143 Erie Blvd E,"Syracuse, NY 13214-1201","$$ - $$$, American, Steakhouse, Barbecue",4 of 5 bubbles,221 reviews,"We did the ""call ahead"" and was able to get a table within 10 minutes.....It was a Saturday nite and super crowded even before 6 PM.   Service was very prompt and ""on target"" which was amazing.  The shrimp appetizers were good.  The house salads were...More",+1 315-445-4086,https://www.tripadvisor.com//Restaurant_Review-g48713-d879648-Reviews-Texas_Roadhouse-Syracuse_Finger_Lakes_New_York.html,http://www.texasroadhouse.com/menu
235,The Fish Friar,239 E Genesee St,"Syracuse, NY 13202-1522","$$ - $$$, Seafood, American, Gluten Free Options",4.5 of 5 bubbles,84 reviews,"Good place to eat before going to the Landmark Theater.  We were there midweek, several other patrons were there but we were served quickly.  The fish was good and we did not have to wait very long.  The staff was nice.  The restaurant was clean...More",+1 315-468-3474,https://www.tripadvisor.com//Restaurant_Review-g48713-d12359993-Reviews-The_Fish_Friar-Syracuse_Finger_Lakes_New_York.html,https://www.thefishfriar.com/menu
236,Mission Restaurant,304 E Onondaga St,"Syracuse, NY 13202-2082","$$ - $$$, Mexican, Southwestern, Latin",4 of 5 bubbles,254 reviews,"Second time to the Mission and still doesn’t disappoint. We had the tamales and cauliflower soup for appetizers. Both were excellent, but the tamales and the roasted garlic corn sauce was amazing. Fish tacos and the Puerco for main courses- both great.",+1 315-475-7344,https://www.tripadvisor.com//Restaurant_Review-g48713-d458518-Reviews-Mission_Restaurant-Syracuse_Finger_Lakes_New_York.html,Check The Website for a Menu
237,The Cheesecake Factory,306 Hiawatha Blvd W,"Syracuse, NY 13204-6001","$$ - $$$, American, Vegan Options, Vegetarian Friendly",4 of 5 bubbles,320 reviews,"We had dinner at the Cheesecake Factory last night.  I had the grilled pork chop dinner which was served with mashed potatoes, green beans, applesauce and bread and butter.  My husband had the pasta carbonara which came with no sides. My dinner was very good....More",+1 315-422-2559,https://www.tripadvisor.com//Restaurant_Review-g48713-d6385504-Reviews-The_Cheesecake_Factory-Syracuse_Finger_Lakes_New_York.html,https://order.thecheesecakefactory.com/menu/syracuse-ny
238,Copper Top Tavern Camillus,3380 Milton Ave,"Syracuse, NY 13219-1240","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,169 reviews,"Sat immediately upon arrival on early Sunday lunch. Table was not large enough and we kept switching thing around to make our dishes fit. The waitress was attentive, yet should have know to mention that some steak dish was actually an Asian dish and not...More",+1 315-488-1222,https://www.tripadvisor.com//Restaurant_Review-g48713-d2358797-Reviews-Copper_Top_Tavern_Camillus-Syracuse_Finger_Lakes_New_York.html,Check The Website for a Menu
239,Blue Tusk Pub & Wine Bar,165 Walton St,"Syracuse, NY 13202-1224","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,185 reviews,In Syracuse for business and a local recommended the Blue Tusk.  We went at lunch and had a fantastic experience.  The menu is large and the sandwiches were awesome.  Service was fast and friendly.  It was not crowded for lunch in the middle of the...More,+1 315-472-1934,https://www.tripadvisor.com//Restaurant_Review-g48713-d421696-Reviews-Blue_Tusk_Pub_Wine_Bar-Syracuse_Finger_Lakes_New_York.html,Check The Website for a Menu
240,317 @ Montgomery,317 Montgomery St,"Syracuse, NY 13202-2058","$$$$, American, Contemporary, Fusion",4.5 of 5 bubbles,131 reviews,"I am NOT a fan of noisy restaurants, and the 317 is perfect for great food and conversation. We had the steak and it was perfectly cooked, followed by the flourless chocolate cake, which was divine. The service was attentive, and the atmosphere pleasant. My...More",+1 315-214-4267,https://www.tripadvisor.com//Restaurant_Review-g48713-d5002099-Reviews-317_Montgomery-Syracuse_Finger_Lakes_New_York.html,http://www.317syr.com/menu-1
241,Modern Malt,325 S Clinton St,"Syracuse, NY 13202-1219","$$ - $$$, American, Diner, Gastropub",4 of 5 bubbles,215 reviews,"Recently here for an early breakfast on at Saturday morning.  We got there just after they opened.  We took a big table at the window.  The service was great.  The coffee was perfect, and the menu had plenty of options.  I had an Eggs Benedict...More",+1 315-471-6258,https://www.tripadvisor.com//Restaurant_Review-g48713-d7694489-Reviews-Modern_Malt-Syracuse_Finger_Lakes_New_York.html,http://eatdrinkmalt.com/pages/our-menus
242,Tully's Good Times Erie Blvd,2943 Erie Blvd East,"Syracuse, NY 13224","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,217 reviews,Service at front desk exceptional. Wait service average and food was good but pub style. We went for lunch so pub style was fine. At night our group decided on another place since we were from Boston College which had just beaten Syracuse and Tully’s...More,+1 315-449-9339,https://www.tripadvisor.com//Restaurant_Review-g48713-d421692-Reviews-Tully_s_Good_Times_Erie_Blvd-Syracuse_Finger_Lakes_New_York.html,Check The Website for a Menu
243,Jackson Hole,69_35 Astoria Boulevard,"East Elmhurst, NY 11370","$$ - $$$, Greek, American, Vegetarian Friendly",4.5 of 5 bubbles,167 reviews,Wow one the best burgers in the world with a variety of food to chose from the menu plus the shakes are to die for.,+1 718-204-7070,https://www.tripadvisor.com//Restaurant_Review-g47626-d458328-Reviews-Jackson_Hole-East_Elmhurst_Queens_New_York.html,Check The Website for a Menu
244,Bean's & Lager,3301 36th Ave,"Long Island City, NY 11106-1941","$$ - $$$, American, Steakhouse, Bar",5 of 5 bubbles,12 reviews,Nothing Special. Visiting from out of town and did a review search for local restaurants. Burgers were good but service was lousy. Made an open table reservation during non busy times and expected much better service. Non attentive servers who couldn’t even remember who ordered...More,+1 718-392-5777,https://www.tripadvisor.com//Restaurant_Review-g48080-d13353616-Reviews-Bean_s_Lager-Long_Island_City_Queens_New_York.html,Check The Website for a Menu
245,Trattoria L'incontro,2176 31st St,"Astoria, NY 11105-2602","$$$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,415 reviews,"We were in town from sunny Florida to celebrate our daughters birthdays. My son in law ( Ron ), who is the ultimate Italian foodie,  took us here for the big night ( he’s a regular). Everything from the incredible food ( which he picked...More",+1 718-721-3532,https://www.tripadvisor.com//Restaurant_Review-g29837-d457861-Reviews-Trattoria_L_incontro-Astoria_Queens_New_York.html,Check The Website for a Menu
246,Butcher Bar,3710 30th Ave,"Astoria, NY 11103-4331","$$ - $$$, American, Bar, Barbecue",4.5 of 5 bubbles,314 reviews,Tried this place in on a groupon and this place blew me away. The food was amazing and the service was 5 stars. I can't wait to go back.,+1 718-606-8140,https://www.tripadvisor.com//Restaurant_Review-g29837-d3172098-Reviews-Butcher_Bar-Astoria_Queens_New_York.html,Check The Website for a Menu
247,Bahari Estiatorio,3114 Broadway,"Astoria, NY 11106-2585","$$ - $$$, Mediterranean, Greek, Vegetarian Friendly",4.5 of 5 bubbles,224 reviews,"Experienced terrible service at this place. Came on a Sunday for lunch with my family and after we were taken to our table, no one ever came to service. All the waiters were gathered together watching a soccer game on a cell phone by a...More",+1 718-204-8968,https://www.tripadvisor.com//Restaurant_Review-g29837-d599674-Reviews-Bahari_Estiatorio-Astoria_Queens_New_York.html,Check The Website for a Menu
