,Name,Street Address,Location,Type,Reviews,No of Reviews,Comments,Contact Number,Trip_advisor Url,Menu
163,Crave Kitchen and Bar,300 Cincinnati Ave,"El Paso, TX 79902-3125","$$ - $$$, American, Bar, Vegetarian Friendly",4 of 5 bubbles,483 reviews,"Amazing! I can understand why it has the ratings it does. The 808 Burger with asadero, mango mayo, green chili and pineapple, was to die for. So was the Backyard Special. Their fries are super thin and have terrific seasoning. I would recommend it to...More",+1 915-351-3677,https://www.tripadvisor.com//Restaurant_Review-g60768-d1078485-Reviews-Crave_Kitchen_and_Bar-El_Paso_Texas.html,Check The Website for a Menu
164,The Hoppy Monk,4141 N Mesa St,"El Paso, TX 79902-1419","$$ - $$$, Gastropub, American, Bar",4.5 of 5 bubbles,216 reviews,Tremendous amount of drink and beer selections. The food is a smaller menu. We ordered pork and beef tacos and they were delicious! The smoked pepper had distinct smoky flavor with a slow spice hotness. Somewhat of a roadhouse scene.,+1 915-307-3263,https://www.tripadvisor.com//Restaurant_Review-g60768-d3411680-Reviews-The_Hoppy_Monk-El_Paso_Texas.html,Check The Website for a Menu
165,State Line Restaurant,1222 Sunland Park Dr,"El Paso, TX 79922-2408","$$ - $$$, American, Barbecue, Gluten Free Options",4 of 5 bubbles,570 reviews,I am a big fan of barbeque sausage and State Line has some of the best. The beans are delicious and the service is excellent.,+1 915-581-3371,https://www.tripadvisor.com//Restaurant_Review-g60768-d404956-Reviews-State_Line_Restaurant-El_Paso_Texas.html,Check The Website for a Menu
166,Leo's Mexican Food,7520 Remcon Cir,"El Paso, TX 79912-3513","$$ - $$$, Mexican, Southwestern, Soups",4 of 5 bubbles,254 reviews,"I've been going here for years, and they are consistently good for a fair price.  Certainly not the best Mexican food I've ever had but good daily comfort food.  Bar drinks have been hit or miss.  One day, a good margarita; the next, a watered...More",+1 915-833-1189,https://www.tripadvisor.com//Restaurant_Review-g60768-d1118164-Reviews-Leo_s_Mexican_Food-El_Paso_Texas.html,Check The Website for a Menu
167,Julio's Mexican Food,8050 Gateway Blvd E,"El Paso, TX 79907-1208","$$ - $$$, Mexican, Southwestern, Latin",4.5 of 5 bubbles,299 reviews,A friend of mine and I take a trip ever year to El Paso and have been going to Julio's at least once every trip for the alst 15 years. The last couple of years the food has been going down hill. The staff is...More,+1 915-591-7676,https://www.tripadvisor.com//Restaurant_Review-g60768-d404950-Reviews-Julio_s_Mexican_Food-El_Paso_Texas.html,Check The Website for a Menu
168,Cafe Central,109 N Oregon St,"El Paso, TX 79901-1148","$$$$, American, International, Vegetarian Friendly",4 of 5 bubbles,322 reviews,The fish and chicken dishes that we had were cooked perfectly and the wine that the sommelier suggested was a great complement to the meal.  This is definitely a place for celebratory events.,+1 915-545-2233,https://www.tripadvisor.com//Restaurant_Review-g60768-d404994-Reviews-Cafe_Central-El_Paso_Texas.html,Check The Website for a Menu
169,Texas Roadhouse,5010 N Desert Blvd,"El Paso, TX 79912-1629","$$ - $$$, American, Steakhouse",4 of 5 bubbles,134 reviews,"Had dinner with my wife and son. 
I had the Prime Rib with baked potato and salad. Meat was cooked as requested and sides were great.
My wife had the roadkill and was pleased with all of it.
My son had the bone in Ribeye...More",+1 915-832-0333,https://www.tripadvisor.com//Restaurant_Review-g60768-d2039517-Reviews-Texas_Roadhouse-El_Paso_Texas.html,http://www.texasroadhouse.com/menu
170,Ripe Eatery & Market,910 E Redd Rd,"El Paso, TX 79912-7359","$$ - $$$, American, Gastropub, Vegetarian Friendly",4.5 of 5 bubbles,172 reviews,"Great food and great service , Mariah was awesome! They also give complimentary biscuits with raspberry jam sauce!",+1 915-584-7473,https://www.tripadvisor.com//Restaurant_Review-g60768-d808285-Reviews-Ripe_Eatery_Market-El_Paso_Texas.html,Check The Website for a Menu
171,Rosco's Burger Inn,3829 Tompkins Rd,"El Paso, TX 79930-6215","$, American, Diner",4.5 of 5 bubbles,86 reviews,"We had a Cheeseburger and Cujo dog! Onion rings were impressive- the straight cut French fries were golden, brown and delicious. The bowl of chili with onions and cheese was good and perfectly spicy. The spicy ketchup and salsa served in squeeze bottles are also...More",+1 915-564-9028,https://www.tripadvisor.com//Restaurant_Review-g60768-d1528424-Reviews-Rosco_s_Burger_Inn-El_Paso_Texas.html,Check The Website for a Menu
172,Tacos Chinampa,6110 Gateway Blvd E,"El Paso, TX 79905-2004","$, Mexican, Southwestern, Latin",4.5 of 5 bubbles,105 reviews,"Excellent food! Amazing salsa bar! Friendly and professional staff. Its a little run down, but I can see how with so much traffic going through there! Its always packed!",+1 915-843-2900,https://www.tripadvisor.com//Restaurant_Review-g60768-d6673167-Reviews-Tacos_Chinampa-El_Paso_Texas.html,Check The Website for a Menu
173,Andale Mexican Restaurant & Cantina,9201 Gateway Blvd W,"El Paso, TX 79925-7039","$$ - $$$, Mexican, Latin, Vegetarian Friendly",4 of 5 bubbles,150 reviews,"There are so many choices for Mexican food on the border, but we decided to try something new . . .

We are VERY glad to have tried Andale.  There was live music that night with a 30 minute wait for a table, but we...More",+1 915-590-5999,https://www.tripadvisor.com//Restaurant_Review-g60768-d2651692-Reviews-Andale_Mexican_Restaurant_Cantina-El_Paso_Texas.html,http://www.andalemexicanrestaurant.com/#menu
174,Track One,1330 Robert E Lee Rd,"El Paso, TX 79925-2132","$$ - $$$, American, Bar",4 of 5 bubbles,185 reviews,"Surprisingly this cute little place is near the airport parallel to Airway road and is a good little niche to have some classic food in an old railroad car, sort of diner-esque.  They have drinks but the waitress didn't seem to know if they had...More",+1 915-779-2170,https://www.tripadvisor.com//Restaurant_Review-g60768-d445601-Reviews-Track_One-El_Paso_Texas.html,Check The Website for a Menu
175,Anson Eleven,303 N Oregon St,"El Paso, TX 79901-1317","$$$$, American, Bar, Vegetarian Friendly",4 of 5 bubbles,248 reviews,"My favorite restaurant in El Paso; we come here every time we visit now. This was our 3rd evening at Anson 11 and, as usual, everything was perfect! An eclectic menu has something for everyone.",+1 915-504-6400,https://www.tripadvisor.com//Restaurant_Review-g60768-d4820091-Reviews-Anson_Eleven-El_Paso_Texas.html,Check The Website for a Menu
176,Craft & Social,305 E Franklin Ave,"El Paso, TX 79901-1211","$$ - $$$, American, Bar, Pub",4.5 of 5 bubbles,64 reviews,"Cool place, lots of craft beers on tap, no full bat. Limited food but it was good. Staff was awesome,  cozy funky little place.",+1 915-219-7141,https://www.tripadvisor.com//Restaurant_Review-g60768-d6480258-Reviews-Craft_Social-El_Paso_Texas.html,Check The Website for a Menu
177,Good Luck Cafe,3813 Alameda Ave,"El Paso, TX 79905-2508","$, Mexican, Spanish, Latin",4.5 of 5 bubbles,64 reviews,"This family owned longstanding restaurant has the best menudo I have ever had.  As a fourth generation El Pasoan, I've eaten a lot of menudo!  If I have a chance, I go to the Good Luck 
preferentially for this dish.  It it a no frills,...More",+1 915-532-9039,https://www.tripadvisor.com//Restaurant_Review-g60768-d404968-Reviews-Good_Luck_Cafe-El_Paso_Texas.html,Check The Website for a Menu
178,Corralito Steak House,5800 Doniphan Dr,"El Paso, TX 79932-1307","$$ - $$$, Mexican, American, Steakhouse",4 of 5 bubbles,164 reviews,"1.  Slowest service ever.  Brought meals out one at a time, checks out one at a time, took checks for payment back one at a time.  One girl cancelled her drink b/c it took so long.  Were going to the mall afterwards, but the server...More",+1 915-842-8880,https://www.tripadvisor.com//Restaurant_Review-g60768-d2320044-Reviews-Corralito_Steak_House-El_Paso_Texas.html,http://corralitosteakhouse.com/menu.html
179,Mesa Street Grill,3800 N Mesa St,"El Paso, TX 79902-1538","$$$$, Steakhouse, Seafood",4 of 5 bubbles,267 reviews,"If your in El Paso and ready for the best meal in town stop by the Mesa Street Grill (on Mesa Street of Course). It is in the top five steaks i have had the pleasure to enjoy in the world bar none..Great Wine List,...More",+1 915-532-1881,https://www.tripadvisor.com//Restaurant_Review-g60768-d405090-Reviews-Mesa_Street_Grill-El_Paso_Texas.html,Check The Website for a Menu
180,Famous Dave's Bar-B-Que,1135 Airway Blvd,"El Paso, TX 79925-3626","$$ - $$$, American, Barbecue",4 of 5 bubbles,173 reviews,"We ordered our meals to go and enjoyed the meal at home. Everything was good, ribs, brisket, chicken and the sides. I would order again, either to go or inside the restaurant.",+1 915-843-8400,https://www.tripadvisor.com//Restaurant_Review-g60768-d938886-Reviews-Famous_Dave_s_Bar_B_Que-El_Paso_Texas.html,https://togo.famousdaves.com/menu/famous-daves-airway-blvd
181,BJ's Restaurant & Brewhouse,11905 Gateway Blvd W,"El Paso, TX 79936-7414","$$ - $$$, American, Bar, Brew Pub",4 of 5 bubbles,133 reviews,Had dinner with friends here and everything was wonderful. From the service to the drinks to the meal all was excellent. Nice atmosphere. Great serve staff. The menu was chocked full of enticing food items. Nice place for family and friends and on date  night.,+1 915-633-8300,https://www.tripadvisor.com//Restaurant_Review-g60768-d1078989-Reviews-BJ_s_Restaurant_Brewhouse-El_Paso_Texas.html,Check The Website for a Menu
182,Three Pints Pub,10710 Gateway Blvd N,"El Paso, TX 79924-1739","$$ - $$$, American, Bar, Pub",4.5 of 5 bubbles,68 reviews,London was an awesome bartender. Made me feel welcome! I came in for 1 drink and ended up having a few since I was having a good time and felt comfortable. Even decided to order the Pub Club which was delicious! Thanks 3 Pints! Oh...More,+1 915-822-2016,https://www.tripadvisor.com//Restaurant_Review-g60768-d4829358-Reviews-Three_Pints_Pub-El_Paso_Texas.html,https://www.facebook.com/ThreePintsPub/menu/
183,Rib Hut,2612 N Mesa St,"El Paso, TX 79902-3130","$$ - $$$, American, Southwestern, Bar",4 of 5 bubbles,113 reviews,"The décor can charitably be described as basic - think IHoP meets German beerhall with Jeans Shorts in the window (yes, that;s right...). But the BBQ was solid. Very good ribs, great brisket, very reasonably priced. Big portions. Stay away from the wines by the...More",+1 915-532-7427,https://www.tripadvisor.com//Restaurant_Review-g60768-d404966-Reviews-Rib_Hut-El_Paso_Texas.html,Check The Website for a Menu
184,West Texas Chophouse,1135 Airway Blvd,"El Paso, TX 79925","$$ - $$$, American, Steakhouse, Bar",4 of 5 bubbles,100 reviews,"We had eaten here a few times and the food was always good even if a bit on the pricey side.
Unfortunately on this last visit while the food was OK the service ranked somewhere below McDonalds.
Our server failed to order my wife’s meal...More",+1 915-775-2467,https://www.tripadvisor.com//Restaurant_Review-g60768-d12186125-Reviews-West_Texas_Chophouse-El_Paso_Texas.html,Check The Website for a Menu
185,Texas Roadhouse,10729 Gateway West Blvd,"El Paso, TX 79935","$$ - $$$, American, Steakhouse",4 of 5 bubbles,108 reviews,"Ate on Tuesday night in mid December. Very crowded, but got good service and seated in `10 minutes. Food was great, service excellent. REASONABLE price for a good steak.",+1 915-591-7427,https://www.tripadvisor.com//Restaurant_Review-g60768-d2310667-Reviews-Texas_Roadhouse-El_Paso_Texas.html,http://www.texasroadhouse.com/menu
186,Ruth's Chris Steak House,8889 Gateway Blvd West,"El Paso, TX 79925","$$$$, American, Steakhouse, Gluten Free Options",4.5 of 5 bubbles,88 reviews,"Had heard about this place for a long time so decided to try it. The steak was good. I would not rate it better than Cattleman’s but it was good. The garlic mashed potatoes were warm not hot as was my wife’s spinach. 
The fact...More",+1 915-594-2805,https://www.tripadvisor.com//Restaurant_Review-g60768-d10768014-Reviews-Ruth_s_Chris_Steak_House-El_Paso_Texas.html,Check The Website for a Menu
187,Knife Steakhouse Plano,6121 W Park Blvd,"Plano, TX 75093","$$ - $$$, Steakhouse",4 of 5 bubbles,19 reviews,"Great Sunday brunch! Dinner was fantastic,  Cocktails divine, wine list fabulous! Food is delicious and fit for foodies! Try the flight of bacon! Best fresh spinach ever!!! Steak is for sharing! Our new go to place!",+1 214-299-5943,https://www.tripadvisor.com//Restaurant_Review-g56463-d15321599-Reviews-Knife_Steakhouse_Plano-Plano_Texas.html,https://knifeplano.com/plano-the-district-at-willowbend-knife-plano-food-menu
188,Eatzi's,5967 W Parker Rd,"Plano, TX 75093-7733","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,192 reviews,"If your ready for a great salad, go to Eatzi's!  They have a lot of entrees, but my ""go-to"" meal is the salads.  Hand made to my tastes.  These guys ROCK!",+1 972-535-6305,https://www.tripadvisor.com//Restaurant_Review-g56463-d6495685-Reviews-Eatzi_s-Plano_Texas.html,https://eatzis.com/our-menus/
189,Lavendou,19009 Preston Rd,"Dallas, TX 75252-2496","$$$$, French, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,264 reviews,Have brought my clients here several times and we have always enjoyed the food and the service.  They are outstanding.  This day was perfect!  I truly love the food and the service is so friendly and warm.  I love the fish and the apricot tart!...More,+1 972-248-1911,https://www.tripadvisor.com//Restaurant_Review-g55711-d464753-Reviews-Lavendou-Dallas_Texas.html,Check The Website for a Menu
190,Texas,3609 Shire Blvd,"Richardson, TX 75082-2245","$$$$, American, Steakhouse, Gluten Free Options",4.5 of 5 bubbles,306 reviews,"This is a good place, something for everyone. The menu is extremely varied, both selections and prices. The number of service people is almost over-the-top. Prices vary from $12.95 for a nice burger plate to about $50 for a large filet. Several fish dishes also,...More",+1 972-664-9975,https://www.tripadvisor.com//Restaurant_Review-g56538-d2520047-Reviews-Texas-Richardson_Texas.html,http://texas1846.com/menu
191,Babe's Chicken Dinner House,1456 Belt Line Rd Ste 171,"Garland, TX 75044-8223","$$ - $$$, American",4.5 of 5 bubbles,575 reviews,"Babe’s Chicken House is a place we take our family and friends when they come to visit.  The food is yummy, I particularly like their crispy friend chicken, my husband loves their ribs and chicken-fried steak!
Their side dish remind me of the good food...More",+1 972-496-1041,https://www.tripadvisor.com//Restaurant_Review-g55884-d464657-Reviews-Babe_s_Chicken_Dinner_House-Garland_Texas.html,Check The Website for a Menu
